# P=400,vT,P=500,vT,P=600,vT,P=700,vT,P=800,vT,P=900,vT,P=100,vT,
2.000000000000000096e-04,2.652132310320013620e+00,2.000000000000000096e-04,2.543178644521280951e+00,2.000000000000000096e-04,2.454296737817705409e+00,2.000000000000000096e-04,2.377409777569061688e+00,2.000000000000000096e-04,2.307933869665836024e+00,2.000000000000000096e-04,2.245022985552942885e+00,2.000000000000000096e-04,3.179701998309602207e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.048048048048048029e-04,2.753489580065043629e+00,2.048048048048048029e-04,2.638686682052951760e+00,2.048048048048048029e-04,2.545183488013895712e+00,2.048048048048048029e-04,2.464529000191747254e+00,2.048048048048048029e-04,2.391923115061654670e+00,2.048048048048048029e-04,2.326353230842610476e+00,2.048048048048048029e-04,3.319775869049255146e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.096096096096096233e-04,2.855283787555652708e+00,2.096096096096096233e-04,2.734543415314840242e+00,2.096096096096096233e-04,2.636354794769784071e+00,2.096096096096096233e-04,2.551887479640960965e+00,2.096096096096096233e-04,2.476121921802402426e+00,2.096096096096096233e-04,2.407873119669971196e+00,2.096096096096096233e-04,3.461271016032780867e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.144144144144144166e-04,2.957472064765226616e+00,2.144144144144144166e-04,2.830709951211222375e+00,2.144144144144144166e-04,2.727774833984742298e+00,2.144144144144144166e-04,2.639451751876779717e+00,2.144144144144144166e-04,2.560498594156577656e+00,2.144144144144144166e-04,2.489552322264796835e+00,2.144144144144144166e-04,3.604114423071457463e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.192192192192192371e-04,3.060014079200787052e+00,2.192192192192192371e-04,2.927149781178342902e+00,2.192192192192192371e-04,2.819410042459543408e+00,2.192192192192192371e-04,2.727190511540539042e+00,2.192192192192192371e-04,2.645023510968172786e+00,2.192192192192192371e-04,2.571362513131805638e+00,2.192192192192192371e-04,3.748236238849931734e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.240240240240240304e-04,3.162871875493050933e+00,2.240240240240240304e-04,3.023828627469109520e+00,2.240240240240240304e-04,2.911228968584836263e+00,2.240240240240240304e-04,2.815074466855370439e+00,2.240240240240240304e-04,2.729668984604956883e+00,2.240240240240240304e-04,2.653277233764534504e+00,2.240240240240240304e-04,3.893569637588444543e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.288288288288288508e-04,3.266009727713981015e+00,2.288288288288288508e-04,3.120714300238863981e+00,2.288288288288288508e-04,3.003202133811718966e+00,2.288288288288288508e-04,2.903076205209383698e+00,2.288288288288288508e-04,2.814409130419813110e+00,2.288288288288288508e-04,2.735271765672420141e+00,2.288288288288288508e-04,4.040050684795955860e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.336336336336336441e-04,3.369394001671197181e+00,2.336336336336336441e-04,3.217776564633364700e+00,2.336336336336336441e-04,3.095301904075913324e+00,2.336336336336336441e-04,2.991170068578927754e+00,2.336336336336336441e-04,2.899219745882454902e+00,2.336336336336336441e-04,2.817323012885779132e+00,2.336336336336336441e-04,4.187618208200407643e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.384384384384384374e-04,3.472993026476084655e+00,2.384384384384384374e-04,3.314987017136836744e+00,2.384384384384384374e-04,3.187502370409815988e+00,2.384384384384384374e-04,3.079332038016163953e+00,2.384384384384384374e-04,2.984078198607515997e+00,2.384384384384384374e-04,2.899409393173002947e+00,2.384384384384384374e-04,4.336213673874553365e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.432432432432432578e-04,3.576776974728191227e+00,2.432432432432432578e-04,3.412318970491701187e+00,2.432432432432432578e-04,3.279779238036115707e+00,2.432432432432432578e-04,3.167539626487939852e+00,2.432432432432432578e-04,3.068963322569069341e+00,2.432432432432432578e-04,2.981510737268252775e+00,2.432432432432432578e-04,4.485781067522990995e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.480480480480480782e-04,3.680717750703377256e+00,2.480480480480480782e-04,3.509747346552727354e+00,2.480480480480480782e-04,3.372109723292052941e+00,2.480480480480480782e-04,3.255771779410766786e+00,2.480480480480480782e-04,3.153855321850513427e+00,2.480480480480480782e-04,3.063608195467223627e+00,2.480480480480480782e-04,4.636266780855325287e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.528528528528528716e-04,3.784788885975373329e+00,2.528528528528528716e-04,3.607248576486056901e+00,2.528528528528528716e-04,3.464472457784792514e+00,2.528528528528528716e-04,3.344008782280403214e+00,2.528528528528528716e-04,3.238735681333188676e+00,2.528528528528528716e-04,3.145684151002626994e+00,2.528528528528528716e-04,4.787619502939359784e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.576576576576576649e-04,3.888965441941054202e+00,2.576576576576576649e-04,3.704800507768564621e+00,2.576576576576576649e-04,3.556847399226232387e+00,2.576576576576576649e-04,3.432232174843910855e+00,2.576576576576576649e-04,3.323587083776932793e+00,2.576576576576576649e-04,3.227722139660982759e+00,2.576576576576576649e-04,4.939790116405196940e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.624624624624624582e-04,3.993223918757709434e+00,2.624624624624624582e-04,3.802382317484605423e+00,2.624624624624624582e-04,3.649215748439659013e+00,2.624624624624624582e-04,3.520424671307428977e+00,2.624624624624624582e-04,3.408393332791579411e+00,2.624624624624624582e-04,3.309706775147763569e+00,2.624624624624624582e-04,5.092731598354334643e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.672672672672673057e-04,4.097542170236303960e+00,2.672672672672673057e-04,3.899974431456039614e+00,2.672672672672673057e-04,3.741559872071350323e+00,2.672672672672673057e-04,3.608570086114692099e+00,2.672672672672673057e-04,3.493139281240269067e+00,2.672672672672673057e-04,3.391623679749625531e+00,2.672672672672673057e-04,5.246398925816099457e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.720720720720720990e-04,4.201899324268321578e+00,2.720720720720720990e-04,3.997558448777301265e+00,2.720720720720720990e-04,3.833863230577704950e+00,2.720720720720720990e-04,3.696653264869597777e+00,2.720720720720720990e-04,3.577810764653911235e+00,2.720720720720720990e-04,3.473459419880507770e+00,2.720720720720720990e-04,5.400748985586414364e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.768768768768768923e-04,4.306275708394683654e+00,2.768768768768768923e-04,4.095117071360566463e+00,2.768768768768768923e-04,3.926110311093063299e+00,2.768768768768768923e-04,3.784660020011009429e+00,2.768768768768768923e-04,3.662394539270977134e+00,2.768768768768768923e-04,3.555201446133118726e+00,2.768768768768768923e-04,5.555740488279146128e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.816816816816816857e-04,4.410652780154503461e+00,2.816816816816816857e-04,4.192634038126572982e+00,2.816816816816816857e-04,4.018286564814698814e+00,2.816816816816816857e-04,3.872577070880336869e+00,2.816816816816816857e-04,3.746878224349084796e+00,2.816816816816816857e-04,3.636838037489003472e+00,2.816816816816816857e-04,5.711333886418907824e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.864864864864864790e-04,4.515013061878230261e+00,2.864864864864864790e-04,4.290094063505062394e+00,2.864864864864864790e-04,4.110378348571015472e+00,2.864864864864864790e-04,3.960391987851544560e+00,2.864864864864864790e-04,3.831250248423855975e+00,2.864864864864864790e-04,3.718358249369261515e+00,2.864864864864864790e-04,5.867491296404143242e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.912912912912913265e-04,4.619340079614597805e+00,2.912912912912913265e-04,4.387482779934806842e+00,2.912912912912913265e-04,4.202372870265150162e+00,2.912912912912913265e-04,4.048093140220275110e+00,2.912912912912913265e-04,3.915499799217421195e+00,2.912912912912913265e-04,3.799751865234605397e+00,2.912912912912913265e-04,6.024176424171209909e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.960960960960961198e-04,4.723618305904082604e+00,2.960960960960961198e-04,4.484786684077111119e+00,2.960960960960961198e-04,4.294258137910976991e+00,2.960960960960961198e-04,4.135669647573211982e+00,2.960960960960961198e-04,3.999616776923182293e+00,2.960960960960961198e-04,3.881009351467063606e+00,2.960960960960961198e-04,6.181354494393270116e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.009009009009009131e-04,4.827833106132815466e+00,3.009009009009009131e-04,4.581993086478754584e+00,3.009009009009009131e-04,4.386022912000718144e+00,3.009009009009009131e-04,4.223111334381402848e+00,3.009009009009009131e-04,4.083591750615884308e+00,3.009009009009009131e-04,3.962121815288067950e+00,3.009009009009009131e-04,6.338992183051693097e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.057057057057057064e-04,4.931970688220580712e+00,3.057057057057057064e-04,4.679090064440725172e+00,3.057057057057057064e-04,4.477656660963983626e+00,3.057057057057057064e-04,4.310408687581764653e+00,3.057057057057057064e-04,4.167415917556296812e+00,3.057057057057057064e-04,4.043080965487357403e+00,3.057057057057057064e-04,6.497057553222150617e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.105105105105105540e-04,5.036018055414955619e+00,3.105105105105105540e-04,4.776066417867570912e+00,3.105105105105105540e-04,4.569149519496956913e+00,3.105105105105105540e-04,4.397552816929691133e+00,3.105105105105105540e-04,4.251081065178301976e+00,3.105105105105105540e-04,4.123879075755610302e+00,3.105105105105105540e-04,6.655519993923004307e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.153153153153153473e-04,5.139962961980263145e+00,3.153153153153153473e-04,4.872911627889575215e+00,3.153153153153153473e-04,4.660492249557480093e+00,3.153153153153153473e-04,4.484535417923043887e+00,3.153153153153153473e-04,4.334579535563464425e+00,3.153153153153153473e-04,4.204508950430251524e+00,3.153153153153153473e-04,6.814350161878688361e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.201201201201201406e-04,5.243793871585760158e+00,3.201201201201201406e-04,4.969615818065421742e+00,3.201201201201201406e-04,4.751676203837997825e+00,3.201201201201201406e-04,4.571348737113493321e+00,3.201201201201201406e-04,4.417904192223293336e+00,3.201201201201201406e-04,4.284963892479394687e+00,3.201201201201201406e-04,6.973519926056644280e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.249249249249249339e-04,5.347499918211605419e+00,3.249249249249249339e-04,5.066169717987949461e+00,3.249249249249249339e-04,4.842693291542422784e+00,3.249249249249249339e-04,4.657985539635572714e+00,3.249249249249249339e-04,4.501048389024004059e+00,3.249249249249249339e-04,4.365237673562398335e+00,3.249249249249249339e-04,7.133002314842118885e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.297297297297297272e-04,5.451070869404656349e+00,3.297297297297297272e-04,5.162564629128462812e+00,3.297297297297297272e-04,4.933535946306671249e+00,3.297297297297297272e-04,4.744439078796888865e+00,3.297297297297297272e-04,4.584005941101173320e+00,3.297297297297297272e-04,4.445324506018733857e+00,3.297297297297297272e-04,7.292771465720663038e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.345345345345345205e-04,5.554497091728006097e+00,3.345345345345345205e-04,5.258792392767779766e+00,3.345345345345345205e-04,5.024197096114594530e+00,3.345345345345345205e-04,4.830703067585407240e+00,3.345345345345345205e-04,4.666771097623977127e+00,3.345345345345345205e-04,4.525219016648195591e+00,3.345345345345345205e-04,7.452802577344304069e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.393393393393393681e-04,5.657769518259805785e+00,3.393393393393393681e-04,5.354845359873053212e+00,3.393393393393393681e-04,5.114670135072330481e+00,3.393393393393393681e-04,4.916771651960248235e+00,3.393393393393393681e-04,4.749338516279247635e+00,3.393393393393393681e-04,4.604916222156147043e+00,3.393393393393393681e-04,7.613071863862743704e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.441441441441441614e-04,5.760879618007080261e+00,3.441441441441441614e-04,5.450716362790274161e+00,3.441441441441441614e-04,5.204948896914448397e+00,3.441441441441441614e-04,5.002639385803149707e+00,3.441441441441441614e-04,4.831703239355771728e+00,3.441441441441441614e-04,4.684411506147546866e+00,3.441441441441441614e-04,7.773556511406533254e+00,0.000000000000000000e+00,0.000000000000000000e+00
