# P=100,vT,P=200,vT,P=300,vT,P=400,vT,P=500,vT,P=600,vT,P=700,vT,P=800,vT,P=900,vT,P=1000,vT,P=1100,vT,P=1200,vT,P=1300,vT,P=1400,vT,P=1500,vT,P=1600,vT,P=1700,vT,P=1800,vT,P=1900,vT,
5.000000000000000104e-04,1.267846241743651910e-02,5.000000000000000104e-04,1.199922591302851095e-02,5.000000000000000104e-04,1.158412775010483550e-02,5.000000000000000104e-04,1.128073919674161922e-02,5.000000000000000104e-04,1.103994116122598325e-02,5.000000000000000104e-04,1.083942754483714112e-02,5.000000000000000104e-04,1.066711719084865659e-02,5.000000000000000104e-04,1.051570623336354170e-02,5.000000000000000104e-04,1.038043173101613204e-02,5.000000000000000104e-04,1.025800984140895836e-02,5.000000000000000104e-04,1.014607793019187652e-02,5.000000000000000104e-04,1.004287759171231323e-02,5.000000000000000104e-04,9.947063842879378184e-03,5.000000000000000104e-04,9.857583983713884279e-03,5.000000000000000104e-04,9.773598327755183765e-03,5.000000000000000104e-04,9.694426176882008084e-03,5.000000000000000104e-04,9.619507553278299275e-03,5.000000000000000104e-04,9.548375879722516626e-03,5.000000000000000104e-04,9.480638467290868759e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.045045045045044906e-04,1.283800058275498188e-02,5.045045045045044906e-04,1.215003027213822431e-02,5.045045045045044906e-04,1.172958980206636852e-02,5.045045045045044906e-04,1.142229554059107609e-02,5.045045045045044906e-04,1.117839750751906461e-02,5.045045045045044906e-04,1.097530282323546345e-02,5.045045045045044906e-04,1.080077489466054093e-02,5.045045045045044906e-04,1.064741582997185722e-02,5.045045045045044906e-04,1.051040134314573139e-02,5.045045045045044906e-04,1.038640528049357067e-02,5.045045045045044906e-04,1.027303455549131127e-02,5.045045045045044906e-04,1.016850809166729673e-02,5.045045045045044906e-04,1.007146356082010141e-02,5.045045045045044906e-04,9.980834684256777167e-03,5.045045045045044906e-04,9.895770942281768151e-03,5.045045045045044906e-04,9.815582853077084446e-03,5.045045045045044906e-04,9.739703211856713325e-03,5.045045045045044906e-04,9.667659419188413469e-03,5.045045045045044906e-04,9.599053716956847809e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.090090090090089708e-04,1.299809432216146067e-02,5.090090090090089708e-04,1.230135548300389896e-02,5.090090090090089708e-04,1.187555136523221234e-02,5.090090090090089708e-04,1.156433577362388047e-02,5.090090090090089708e-04,1.131732534544737864e-02,5.090090090090089708e-04,1.111163928025366357e-02,5.090090090090089708e-04,1.093488492825275653e-02,5.090090090090089708e-04,1.077956999524530037e-02,5.090090090090089708e-04,1.064080860430717188e-02,5.090090090090089708e-04,1.051523212025586018e-02,5.090090090090089708e-04,1.040041688167117270e-02,5.090090090090089708e-04,1.029455904976013178e-02,5.090090090090089708e-04,1.019627888110866999e-02,5.090090090090089708e-04,1.010449646336825276e-02,5.090090090090089708e-04,1.001835039973079239e-02,5.090090090090089708e-04,9.937142389070287643e-03,5.090090090090089708e-04,9.860297970309463492e-03,5.090090090090089708e-04,9.787338497359536829e-03,5.090090090090089708e-04,9.717861122323196224e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.135135135135135594e-04,1.315874046704454230e-02,5.135135135135135594e-04,1.245319851409566747e-02,5.135135135135135594e-04,1.202200949134216504e-02,5.135135135135135594e-04,1.170685700844326278e-02,5.135135135135135594e-04,1.145672183603778718e-02,5.135135135135135594e-04,1.124843411738418557e-02,5.135135135135135594e-04,1.106944452803757667e-02,5.135135135135135594e-04,1.091216599641531455e-02,5.135135135135135594e-04,1.077165080939399694e-02,5.135135135135135594e-04,1.064448768073876853e-02,5.135135135135135594e-04,1.052822225187738381e-02,5.135135135135135594e-04,1.042102783053689731e-02,5.135135135135135594e-04,1.032150718824961268e-02,5.135135135135135594e-04,1.022856672427631744e-02,5.135135135135135594e-04,1.014133412098083657e-02,5.135135135135135594e-04,1.005910222245152974e-02,5.135135135135135594e-04,9.981289282107726896e-03,5.135135135135135594e-04,9.907410582848122371e-03,5.135135135135135594e-04,9.837058166479844754e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.180180180180180395e-04,1.331993589228849112e-02,5.180180180180180395e-04,1.260555637524267240e-02,5.180180180180180395e-04,1.216896127219637205e-02,5.180180180180180395e-04,1.184985639676733662e-02,5.180180180180180395e-04,1.159658417868296085e-02,5.180180180180180395e-04,1.138568457386351408e-02,5.180180180180180395e-04,1.120445096763318313e-02,5.180180180180180395e-04,1.104520113745094227e-02,5.180180180180180395e-04,1.090292528961663704e-02,5.180180180180180395e-04,1.077416931792361809e-02,5.180180180180180395e-04,1.065644804484592971e-02,5.180180180180180395e-04,1.054791183380996561e-02,5.180180180180180395e-04,1.044714590171451178e-02,5.180180180180180395e-04,1.035304290489576402e-02,5.180180180180180395e-04,1.026471956133612889e-02,5.180180180180180395e-04,1.018145982498952495e-02,5.180180180180180395e-04,1.010267463466664635e-02,5.180180180180180395e-04,1.002787317798802501e-02,5.180180180180180395e-04,9.956642366024785057e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.225225225225225197e-04,1.348167751529256823e-02,5.225225225225225197e-04,1.275842611670123528e-02,5.225225225225225197e-04,1.231640383875461965e-02,5.225225225225225197e-04,1.199333112855062965e-02,5.225225225225225197e-04,1.173690961028034906e-02,5.225225225225225197e-04,1.152338792582431257e-02,5.225225225225225197e-04,1.133990155703447009e-02,5.225225225225225197e-04,1.117867275823621227e-02,5.225225225225225197e-04,1.103462941169098405e-02,5.225225225225225197e-04,1.090427442292413174e-02,5.225225225225225197e-04,1.078509167410395507e-02,5.225225225225225197e-04,1.067520849387102941e-02,5.225225225225225197e-04,1.057319247516391378e-02,5.225225225225225197e-04,1.047792247705819045e-02,5.225225225225225197e-04,1.038850420976038767e-02,5.225225225225225197e-04,1.030421270186972736e-02,5.225225225225225197e-04,1.022445154858846704e-02,5.225225225225225197e-04,1.014872381808185585e-02,5.225225225225225197e-04,1.007661127031860872e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.270270270270269999e-04,1.364396229502164853e-02,5.270270270270269999e-04,1.291180482825480917e-02,5.270270270270269999e-04,1.246433436026547076e-02,5.270270270270269999e-04,1.213727843113303340e-02,5.270270270270269999e-04,1.187769540440019103e-02,5.270270270270269999e-04,1.166154148547618626e-02,5.270270270270269999e-04,1.147579364180018567e-02,5.270270270270269999e-04,1.131257823377255882e-02,5.270270270270269999e-04,1.116676057704850747e-02,5.270270270270269999e-04,1.103480042120692436e-02,5.270270270270269999e-04,1.091415058720147761e-02,5.270270270270269999e-04,1.080291527872717129e-02,5.270270270270269999e-04,1.069964439568742674e-02,5.270270270270269999e-04,1.060320294575832663e-02,5.270270270270269999e-04,1.051268558813042708e-02,5.270270270270269999e-04,1.042735839095503513e-02,5.270270270270269999e-04,1.034661757693060812e-02,5.270270270270269999e-04,1.026996007067419552e-02,5.270270270270269999e-04,1.019696246076027581e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.315315315315315885e-04,1.380678723108519010e-02,5.315315315315315885e-04,1.306568963833515049e-02,5.315315315315315885e-04,1.261275004341841713e-02,5.315315315315315885e-04,1.228169556841738307e-02,5.315315315315315885e-04,1.201893887047503391e-02,5.315315315315315885e-04,1.180014260031241220e-02,5.315315315315315885e-04,1.161212460227646279e-02,5.315315315315315885e-04,1.144691497340902253e-02,5.315315315315315885e-04,1.129931622107673006e-02,5.315315315315315885e-04,1.116574477183973797e-02,5.315315315315315885e-04,1.104362226496297637e-02,5.315315315315315885e-04,1.093102968936114291e-02,5.315315315315315885e-04,1.082649918307256563e-02,5.315315315315315885e-04,1.072888184842717661e-02,5.315315315315315885e-04,1.063726125051525292e-02,5.315315315315315885e-04,1.055089446207007307e-02,5.315315315315315885e-04,1.046917030449250746e-02,5.315315315315315885e-04,1.039157953484455381e-02,5.315315315315315885e-04,1.031769355008546087e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.360360360360360687e-04,1.397014936284397303e-02,5.360360360360360687e-04,1.322007771318250285e-02,5.360360360360360687e-04,1.276164813152621223e-02,5.360360360360360687e-04,1.242657984006594399e-02,5.360360360360360687e-04,1.216063735301871340e-02,5.360360360360360687e-04,1.193918865233896225e-02,5.360360360360360687e-04,1.174889185283176443e-02,5.360360360360360687e-04,1.158168042008925376e-02,5.360360360360360687e-04,1.143229381237520492e-02,5.360360360360360687e-04,1.129710496675752178e-02,5.360360360360360687e-04,1.117350422076377435e-02,5.360360360360360687e-04,1.105954925901289458e-02,5.360360360360360687e-04,1.095375438909233952e-02,5.360360360360360687e-04,1.085495675422927520e-02,5.360360360360360687e-04,1.076222878247797173e-02,5.360360360360360687e-04,1.067481851630705005e-02,5.360360360360360687e-04,1.059210734712734414e-02,5.360360360360360687e-04,1.051357984052382621e-02,5.360360360360360687e-04,1.043880218168735663e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.405405405405405489e-04,1.413404576854392428e-02,5.405405405405405489e-04,1.337496625601590494e-02,5.405405405405405489e-04,1.291102590372770857e-02,5.405405405405405489e-04,1.257192858072915184e-02,5.405405405405405489e-04,1.230278823086217686e-02,5.405405405405405489e-04,1.207867705732521002e-02,5.405405405405405489e-04,1.188609284112481131e-02,5.405405405405405489e-04,1.171687204962911302e-02,5.405405405405405489e-04,1.156569085204191445e-02,5.405405405405405489e-04,1.142887853005167438e-02,5.405405405405405489e-04,1.130379399982677814e-02,5.405405405405405489e-04,1.118847155248548463e-02,5.405405405405405489e-04,1.108140759681652820e-02,5.405405405405405489e-04,1.098142526337501229e-02,5.405405405405405489e-04,1.088758580039490310e-02,5.405405405405405489e-04,1.079912818535233923e-02,5.405405405405405489e-04,1.071542635107437455e-02,5.405405405405405489e-04,1.063595864782836131e-02,5.405405405405405489e-04,1.056028602895651633e-02,0.000000000000000000e+00,0.000000000000000000e+00
