# P=1000,vT,P=1444,vT,P=1888,vT,P=2333,vT,P=2777,vT,P=3222,vT,P=3666,vT,P=4111,vT,P=4555,vT,P=5000,vT,
2.000000000000000096e-04,3.174469873570690659e+00,2.000000000000000096e-04,2.895439064512080218e+00,2.000000000000000096e-04,2.703512950814250804e+00,2.000000000000000096e-04,2.559232484700356469e+00,2.000000000000000096e-04,2.444963815674466634e+00,2.000000000000000096e-04,2.351037855397301257e+00,2.000000000000000096e-04,2.271079925570011149e+00,2.000000000000000096e-04,2.202128256785209626e+00,2.000000000000000096e-04,2.142186027539858095e+00,2.000000000000000096e-04,2.088240533597796045e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.048048048048048029e-04,3.281073605919459624e+00,2.048048048048048029e-04,2.991245362422663590e+00,2.048048048048048029e-04,2.792015586733515242e+00,2.048048048048048029e-04,2.642311068709192856e+00,2.048048048048048029e-04,2.523770000032417915e+00,2.048048048048048029e-04,2.426348340735444253e+00,2.048048048048048029e-04,2.343475359810618386e+00,2.048048048048048029e-04,2.272023421637809459e+00,2.048048048048048029e-04,2.209883181449616263e+00,2.048048048048048029e-04,2.154025122769421596e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.096096096096096233e-04,3.387647434845479033e+00,2.096096096096096233e-04,3.086978456155480721e+00,2.096096096096096233e-04,2.880420055675817270e+00,2.096096096096096233e-04,2.725275268178739996e+00,2.096096096096096233e-04,2.602449975621520473e+00,2.096096096096096233e-04,2.501523598107507684e+00,2.096096096096096233e-04,2.415729823361018269e+00,2.096096096096096233e-04,2.341773154198828699e+00,2.096096096096096233e-04,2.277430405444621275e+00,2.096096096096096233e-04,2.219657663784825097e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.144144144144144166e-04,3.494160086972438073e+00,2.144144144144144166e-04,3.182611818240215662e+00,2.144144144144144166e-04,2.968702923373072178e+00,2.144144144144144166e-04,2.808103881133956481e+00,2.144144144144144166e-04,2.680984275432936936e+00,2.144144144144144166e-04,2.576545563736381439e+00,2.144144144144144166e-04,2.487826361634901229e+00,2.144144144144144166e-04,2.411361437229385896e+00,2.144144144144144166e-04,2.344812531049123017e+00,2.144144144144144166e-04,2.285123660254633204e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.192192192192192371e-04,3.600582745114881522e+00,2.192192192192192371e-04,3.278121085579789540e+00,2.192192192192192371e-04,3.056842723802351003e+00,2.192192192192192371e-04,2.890777529039965099e+00,2.192192192192192371e-04,2.759355141883995888e+00,2.192192192192192371e-04,2.651397790029955015e+00,2.192192192192192371e-04,2.559749560154473969e+00,2.192192192192192371e-04,2.480773728606114226e+00,2.192192192192192371e-04,2.412015806751069302e+00,2.192192192192192371e-04,2.350409984306097488e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.240240240240240304e-04,3.706888858936825404e+00,2.240240240240240304e-04,3.373483888819916565e+00,2.240240240240240304e-04,3.144819801472726883e+00,2.240240240240240304e-04,2.973278508810036858e+00,2.240240240240240304e-04,2.837546386560858558e+00,2.240240240240240304e-04,2.726065311705200056e+00,2.240240240240240304e-04,2.631485416012814049e+00,2.240240240240240304e-04,2.549996837381519388e+00,2.240240240240240304e-04,2.479027778138324312e+00,2.240240240240240304e-04,2.415504760245255955e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.288288288288288508e-04,3.813053971567217371e+00,2.288288288288288508e-04,3.468679696386894662e+00,2.288288288288288508e-04,3.232616167461403567e+00,2.288288288288288508e-04,3.055590657855768555e+00,2.288288288288288508e-04,2.915543262434213467e+00,2.288288288288288508e-04,2.800534523911181406e+00,2.288288288288288508e-04,2.703021220927268153e+00,2.288288288288288508e-04,2.619018811081014420e+00,2.288288288288288508e-04,2.545837178960901781e+00,2.288288288288288508e-04,2.480397258865129295e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.336336336336336441e-04,3.919055560694426177e+00,2.336336336336336441e-04,3.563689671806439918e+00,2.336336336336336441e-04,3.320215367879874258e+00,2.336336336336336441e-04,3.137699230914321014e+00,2.336336336336336441e-04,2.993332347327142262e+00,2.336336336336336441e-04,2.874793071167536240e+00,2.336336336336336441e-04,2.774345454733801120e+00,2.336336336336336441e-04,2.687828833115755156e+00,2.336336336336336441e-04,2.612433832023643099e+00,2.336336336336336441e-04,2.545077801328317513e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.384384384384384374e-04,4.024872892809857383e+00,2.384384384384384374e-04,3.658496543058682438e+00,2.384384384384384374e-04,3.407602363588790872e+00,2.384384384384384374e-04,3.219590787521321218e+00,2.384384384384384374e-04,3.070901437544593104e+00,2.384384384384384374e-04,2.948829746062120893e+00,2.384384384384384374e-04,2.845447688296586453e+00,2.384384384384384374e-04,2.756417129312633829e+00,2.384384384384384374e-04,2.678808558933762907e+00,2.384384384384384374e-04,2.609537671670612013e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.432432432432432578e-04,4.130486889403121253e+00,2.432432432432432578e-04,3.753084482851467563e+00,2.432432432432432578e-04,3.494763420102124929e+00,2.432432432432432578e-04,3.301253089116487516e+00,2.432432432432432578e-04,3.148239450689168439e+00,2.432432432432432578e-04,3.022634396764418696e+00,2.432432432432432578e-04,2.916318494917462534e+00,2.432432432432432578e-04,2.824774882670378684e+00,2.432432432432432578e-04,2.744953097833737310e+00,2.432432432432432578e-04,2.673769037075719890e+00,0.000000000000000000e+00,0.000000000000000000e+00
