0.0005,1.061808905
0.0006,1.212717362
0.0007,1.348152528
0.0008,1.470882303
0.0009,1.583031971
0.001,1.68625428
0.0011,1.781853382
0.0012,1.870873236
0.0013,1.954160814
0.0014,2.032411772
0.0015,2.106203908
0.0016,2.176022006
0.0017,2.242276562
0.0018,2.30531808
0.0019,2.365448116
0.002,2.42292792
0.0021,2.477985259
0.0022,2.530819877
0.0023,2.581607879
0.0024,2.630505302
0.0025,2.677651043
0.0026,2.723169262
0.0027,2.767171394
0.0028,2.809757822
0.0029,2.851019286
0.003,2.891038078
0.0031,2.929889053
0.0032,2.967640501
0.0033,3.004354887
0.0034,3.040089496
0.0035,3.074896989
0.0036,3.108825884
0.0037,3.141920984
0.0038,3.174223741
0.0039,3.205772585
0.004,3.236603208
0.0041,3.266748821
0.0042,3.296240375
0.0043,3.325106763
0.0044,3.353374998
0.0045,3.381070374
0.0046,3.408216606
0.0047,3.434835961
0.0048,3.460949373
0.0049,3.486576546
0.005,3.511736049
